Accident_index,Year,Month,Day,Hour,Minute,District,Death_num,Injury_num,Climate,Light,Road_category,Speed_limit,Road_type,Accident_location,Pavement,Road_condition,Road_defect,Barrier,Sight_distance,Signal_type,Signal_action,Accident_type,Causing_factor,injury_degree,Main_injury,Protective_equipement,Action_status,Driving_qualifications,Driving_type,Drinking_situation,Impact_site,Run_away,Job,GPS_X,GPS_Y,License_num,ID_card,Car_type,Timestamp
144,2023,9,1,11,38,West,0,1,6,3,6,50,4,1,1,5,4,6,6,2,1,16,20,3,10,3,5,1,8,2,6,1,13,120.665269,24.149019,LHT-4576,D219266476,B03,1693568280
145,2023,9,1,11,38,Wufeng,0,3,7,2,6,50,3,2,1,5,4,6,6,1,1,13,7,2,9,1,12,1,10,2,11,1,12,120.699985,24.075629,XHJ-1825,H253451274,F01,1693568280
146,2023,9,1,11,42,Dajia,0,1,7,3,6,50,3,1,1,5,4,6,6,4,4,17,40,3,10,3,7,1,8,2,1,1,6,120.647016,24.405824,HVU-117,W220458019,B12,1693568520
147,2023,9,1,11,50,Shalu,0,0,7,,6,50,,,,,,,,,,,14,,,,,1,,1,,1,6,120.567155,24.204955,DXT-4775,A276592223,A41,1693569000
148,2023,9,1,11,55,North,0,0,7,,6,50,,,,,,,,,,16,40,,,,,1,,1,,1,12,120.679126,24.170131,XJO-151,Z282895108,B03,1693569300
149,2023,9,1,11,59,Houli,0,2,6,2,6,50,4,2,1,5,4,6,6,1,1,17,21,2,9,2,9,5,10,1,11,1,12,120.716685,24.308417,YGT-8602,Z231560184,B03,1693569540
150,2023,9,1,12,0,Dadu,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,12,8,3,10,3,9,1,8,2,2,1,6,120.530342,24.174872,JRP-7086,E133999495,B01,1693569600
151,2023,9,1,12,3,Xitun,0,0,7,,6,50,,,,,,,,,,,76,,,,,1,,1,,1,12,120.606433,24.186537,SWL-2322,A276972812,B12,1693569780
152,2023,9,1,12,4,Xitun,0,0,7,,6,50,,,,,,,,,,,77,,,,,1,,1,,1,12,120.656348,24.163913,WGD-7879,I116713800,A02,1693569840
153,2023,9,1,12,4,Wuqi,0,1,7,2,6,40,3,1,1,5,4,6,6,1,1,16,59,2,9,1,9,1,10,2,11,1,5,120.544008,24.247068,OKD-2754,L249138197,B03,1693569840
154,2023,9,1,12,5,Daya,0,0,7,,6,30,,,,,,,,,,,8,,,,,1,,2,,1,12,120.636688,24.208603,MHE-133,E189365438,C03,1693569900
155,2023,9,1,12,5,East,0,2,5,2,6,50,3,1,1,4,4,6,6,4,4,17,84,3,10,3,5,1,8,2,2,1,12,120.698315,24.149374,YFK-6833,W232756781,B03,1693569900
156,2023,9,1,12,5,Nantun,0,2,7,1,6,50,3,2,1,5,4,6,6,4,4,12,51,2,7,5,1,1,10,2,11,1,13,120.648952,24.145732,OYZ-4263,G297248394,B12,1693569900
157,2023,9,1,12,7,Dali,0,1,7,3,6,50,4,2,1,5,4,6,6,1,1,18,84,2,7,1,12,1,10,2,12,1,13,120.681293,24.115178,VJF-617,W286173456,B02,1693570020
158,2023,9,1,12,7,Taiping,0,1,5,2,6,50,13,9,1,4,4,6,6,4,4,13,7,2,9,1,9,1,10,2,11,1,5,120.722216,24.145913,RAQ-1024,L230053601,C03,1693570020
159,2023,9,1,12,8,Nantun,0,1,7,2,6,30,13,9,1,5,4,6,6,4,4,12,51,3,10,3,1,1,8,1,8,1,6,120.611656,24.138851,CEV-9198,G254191836,C03,1693570080
160,2023,9,1,12,8,Dali,0,0,7,,6,50,,,,,,,,,,17,84,,,,,1,,2,,1,13,120.68126,24.115307,WCG-9492,T227404641,C03,1693570080
161,2023,9,1,12,15,Taiping,0,1,5,2,6,40,3,2,1,4,4,6,6,4,4,18,84,2,9,1,12,1,10,2,14,1,12,120.704788,24.124851,LHU-8567,V298353917,B03,1693570500
162,2023,9,1,12,16,Daya,0,1,7,3,6,50,3,2,1,5,4,6,6,1,1,17,59,2,9,1,6,1,10,2,12,1,12,120.668708,24.219868,UUI-1683,H242340425,C03,1693570560
163,2023,9,1,12,28,Dajia,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,15,15,3,10,3,9,1,8,2,2,1,6,120.620479,24.351691,UTO-6274,G165204902,C03,1693571280
164,2023,9,1,12,32,Xitun,0,1,5,3,6,50,3,2,1,4,4,6,6,4,4,18,84,2,9,1,9,1,10,1,14,1,13,120.646338,24.169339,HTK-8487,P232380150,B03,1693571520
165,2023,9,1,12,32,Dali,0,2,7,2,6,50,4,1,1,5,4,6,6,1,1,15,21,2,9,1,9,1,10,2,13,1,12,120.664078,24.086702,HKO-6866,E148729205,B12,1693571520
166,2023,9,1,12,33,Longjing,0,1,7,1,6,30,3,1,1,5,4,6,6,4,4,16,12,3,10,3,6,1,8,2,7,1,12,120.582026,24.185765,OHJ-2208,K144524293,B03,1693571580
167,2023,9,1,12,34,Tanzi,0,1,6,2,6,60,3,1,1,5,4,6,6,4,4,12,47,3,10,3,5,5,19,2,5,1,13,120.706001,24.219044,QIY-5482,S270713297,C04,1693571640
168,2023,9,1,12,34,Taiping,0,0,5,,6,50,,,,,,,,,,16,51,,,,,1,,1,,1,6,120.721357,24.155011,MMY-637,H235831741,B03,1693571640
169,2023,9,1,12,40,Xitun,0,0,5,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,13,120.656421,24.160367,ZEC-5459,B185175335,A12,1693572000
170,2023,9,1,12,40,Longjing,0,1,7,2,6,50,4,2,1,5,4,6,6,2,1,13,7,3,10,1,9,1,10,2,12,1,13,120.58412,24.182038,FGR-8608,F111219706,B03,1693572000
171,2023,9,1,12,41,Xitun,0,1,5,2,6,50,4,1,1,4,4,6,6,2,1,18,84,2,9,1,5,1,10,2,14,1,12,120.652407,24.159681,QGZ-7786,W170281770,A11,1693572060
172,2023,9,1,12,43,Xitun,0,0,5,,6,60,,,,,,,,,,,84,,,,,1,,1,,1,13,120.62904,24.163157,DRS-4671,U262841693,B03,1693572180
173,2023,9,1,12,44,Beitun,0,1,7,2,6,25,11,9,1,5,4,6,6,4,4,18,55,2,8,1,9,1,9,2,12,1,12,120.793189,24.205412,QLW-8142,M251300056,C03,1693572240
174,2023,9,1,12,53,Xinshe,0,1,7,3,6,30,4,1,1,5,4,6,6,4,4,17,15,2,7,1,9,1,10,2,11,1,13,120.812291,24.197603,TLK-5878,C124756115,B03,1693572780
175,2023,9,1,12,55,Beitun,0,0,7,,6,50,,,,,,,,,,,54,,,,,5,,9,,1,13,120.730909,24.159307,KVM-8975,N168783638,B03,1693572900
176,2023,9,1,12,55,Xitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.659405,24.165603,SLD-72,Z219153245,C03,1693572900
177,2023,9,1,13,0,North,0,0,7,,6,50,,,,,,,,,,17,87,,,,,1,,1,,1,13,120.675422,24.157522,XTC-2936,L213297030,B03,1693573200
178,2023,9,1,13,3,Xitun,0,3,7,3,6,50,13,9,1,5,4,6,6,4,4,17,59,2,9,1,9,1,10,2,14,1,12,120.639737,24.161208,SSE-5270,R175585940,C03,1693573380
179,2023,9,1,13,5,Tanzi,0,0,7,,6,50,,,,,,,,,,12,8,,,,,1,,2,,1,13,120.701159,24.187246,OIS-4192,W219472355,B02,1693573500
180,2023,9,1,13,5,Waipu,0,2,7,2,6,50,13,9,1,5,4,6,6,4,4,16,51,2,9,2,1,1,10,2,14,1,6,120.645778,24.340424,DRC-6206,G244189799,B03,1693573500
181,2023,9,1,13,6,Taiping,0,1,7,2,6,50,4,1,1,5,4,6,6,4,4,18,59,2,9,1,9,1,10,1,14,1,5,120.724081,24.136397,FML-5967,L139114207,B03,1693573560
182,2023,9,1,13,9,Xitun,0,0,7,,6,30,,,,,,,,,,,49,,,,,1,,2,,1,13,120.627834,24.183079,LMO-4657,G142500580,B03,1693573740
183,2023,9,1,13,12,Wuqi,0,0,7,,6,40,,,,,,,,,,,50,,,,,1,,1,,1,12,120.54375,24.255989,MCB-683,V234801396,B03,1693573920
184,2023,9,1,13,13,Xitun,0,1,5,2,6,40,13,8,1,4,4,6,6,4,4,18,84,2,9,2,9,1,10,2,11,1,13,120.64312,24.16662,PHE-6989,U145235292,B03,1693573980
185,2023,9,1,13,13,Qingshui,0,1,7,2,6,50,4,2,1,5,4,6,6,1,1,13,59,3,10,3,9,1,8,2,5,1,6,120.569341,24.271643,MSL-4619,A139825795,B03,1693573980
186,2023,9,1,13,17,Tanzi,0,0,7,,6,40,,,,,,,,,,9,58,,,,,1,,9,,1,12,120.702976,24.213269,LUI-7847,Z213767847,B03,1693574220
187,2023,9,1,13,19,Nantun,0,1,6,2,6,40,13,8,1,5,4,6,6,4,4,18,84,2,9,5,9,7,21,2,15,1,13,120.634736,24.150273,LNZ-4084,Y212096390,C03,1693574340
188,2023,9,1,13,23,Fengyuan,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,2,,1,13,120.711519,24.242488,HSE-8009,B274145054,B03,1693574580
189,2023,9,1,13,26,North,0,1,7,2,6,40,13,8,1,5,4,6,6,4,4,17,7,2,9,5,9,1,10,2,15,1,13,120.671428,24.172764,XZC-280,F276718189,B11,1693574760
190,2023,9,1,13,30,Xitun,0,0,7,,6,30,,,,,,,,,,14,49,,,,,1,,1,,1,12,120.639401,24.170743,SXD-9069,Q112579817,C03,1693575000
191,2023,9,1,13,30,Dali,0,1,5,3,6,30,4,1,1,4,4,6,6,4,4,15,15,2,9,1,9,1,8,2,11,1,12,120.706835,24.082219,AGX-6882,S166510720,B03,1693575000
192,2023,9,1,13,31,Xitun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.636528,24.170784,YIG-1864,V262871961,C03,1693575060
193,2023,9,1,13,40,East,0,1,7,2,6,40,4,1,1,5,4,6,6,1,1,18,84,2,9,2,9,1,10,2,12,1,12,120.702219,24.138856,WWE-1404,T275424412,C03,1693575600
194,2023,9,1,13,50,Daya,0,1,7,3,6,50,13,9,1,5,4,6,6,4,4,17,59,2,9,1,9,1,10,2,11,1,12,120.613643,24.229798,XJW-5369,K267967329,C03,1693576200
195,2023,9,1,13,50,Nantun,0,1,7,3,6,40,3,2,1,5,4,6,6,4,4,13,59,2,9,2,9,3,19,2,11,1,12,120.654398,24.138304,JWV-4030,J137917291,B03,1693576200
196,2023,9,1,13,52,Daya,0,2,7,3,6,50,5,2,1,5,4,6,6,4,4,9,10,2,8,2,9,1,10,2,11,1,12,120.649749,24.227214,EZC-7639,I267142860,B12,1693576320
197,2023,9,1,14,6,Beitun,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,1,,1,13,120.671521,24.173929,JFG-4121,D127495549,C03,1693577160
198,2023,9,1,14,14,Beitun,0,0,5,,6,40,,,,,,,,,,,84,,,,,1,,2,,1,6,120.661743,24.189379,RJR-2826,X276860935,B03,1693577640
199,2023,9,1,14,15,Xitun,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,17,47,3,10,3,5,1,8,2,2,1,12,120.627094,24.181222,QEH-709,Z292720439,B03,1693577700
200,2023,9,1,14,15,Dali,0,1,6,2,6,60,13,8,1,4,4,6,6,4,4,16,20,3,10,3,5,1,8,2,2,1,6,120.689056,24.077571,IEF-8587,X133878805,B03,1693577700
201,2023,9,1,14,17,Nantun,0,0,7,,6,50,,,,,,,,,,12,40,,,,,1,,1,,1,13,120.622643,24.150214,WWU-1840,J295340486,B12,1693577820
202,2023,9,1,14,18,Nantun,0,1,7,3,6,50,3,2,1,5,4,6,6,4,4,18,84,2,9,5,9,1,10,2,14,1,13,120.645407,24.150992,IRP-3140,J121348705,B03,1693577880
203,2023,9,1,14,22,Dali,0,1,7,2,6,50,11,9,1,5,4,6,6,4,4,12,8,2,9,1,9,1,10,2,14,1,12,120.701199,24.121864,TMR-4572,Z294691087,B03,1693578120
204,2023,9,1,14,22,Wuri,0,0,7,,6,60,,,,,,,,,,13,59,,,,,1,,2,,1,6,120.631206,24.104986,QNL-9707,Q219022275,B03,1693578120
205,2023,9,1,14,27,Xitun,0,0,7,,6,30,,,,,,,,,,,8,,,,,1,,1,,1,12,120.617101,24.185403,HDA-9804,K254351923,C03,1693578420
206,2023,9,1,14,28,North,0,0,5,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.693546,24.155611,ZHC-6579,I121901546,C03,1693578480
207,2023,9,1,14,31,Dali,0,0,7,,6,50,,,,,,,,,,12,51,,,,,1,,2,,1,6,120.688693,24.103145,CGS-4041,O129986508,C03,1693578660
208,2023,9,1,14,33,Nantun,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,6,120.617848,24.153729,FBW-8408,Z150273645,B03,1693578780
209,2023,9,1,14,35,Xitun,0,0,7,,6,1,,,,,,,,,,,49,,,,,1,,1,,1,13,120.656759,24.166014,JHG-2464,Y217771711,C03,1693578900
210,2023,9,1,14,35,Longjing,0,0,7,,6,50,,,,,,,,,,13,84,,,,,1,,2,,1,6,120.587826,24.185948,LZF-6174,A223008326,B03,1693578900
211,2023,9,1,14,35,Qingshui,0,1,6,3,6,50,3,2,1,5,4,6,6,2,1,13,7,2,7,3,9,1,8,2,1,1,12,120.581499,24.282091,TOU-4552,V183847081,C03,1693578900
212,2023,9,1,14,37,Daya,0,1,6,1,6,30,13,9,1,5,4,6,6,4,4,27,53,2,9,2,9,1,10,7,11,1,12,120.658726,24.240021,JOU-725,T290027269,B03,1693579020
213,2023,9,1,14,39,Kamioka,0,1,6,2,6,50,13,7,1,5,4,6,6,4,4,13,7,2,9,1,9,1,10,2,11,1,12,120.695534,24.238142,AWR-6207,R131991283,A41,1693579140
214,2023,9,1,14,40,Longjing,0,0,7,,6,30,,,,,,,,,,11,85,,,,,3,,9,,1,13,120.576503,24.182396,PIM-6174,D127424734,C03,1693579200
215,2023,9,1,14,43,North,0,1,5,2,6,50,4,24,1,4,4,6,6,1,1,16,39,3,10,3,5,1,8,2,5,1,13,120.684871,24.163423,GSQ-7375,D140669365,B03,1693579380
216,2023,9,1,14,44,Dali,0,1,7,3,6,50,3,1,1,5,4,6,6,4,4,11,14,3,10,3,6,1,8,2,2,1,12,120.698752,24.094366,WIH-3482,C210237010,B12,1693579440
217,2023,9,1,14,45,Wuri,0,0,7,,6,30,,,,,,,,,,,49,,,,,1,,2,,1,12,120.650316,24.092795,ZKI-5444,B273009980,B03,1693579500
218,2023,9,1,14,50,East,0,1,5,2,6,50,4,1,1,4,4,6,6,1,1,18,84,2,9,2,1,1,10,2,16,1,6,120.70151,24.138917,KYM-67,C186405709,C04,1693579800
219,2023,9,1,14,50,Xitun,0,2,7,2,6,30,13,9,1,5,4,6,6,4,4,16,51,2,9,2,1,1,10,2,11,1,13,120.616634,24.186166,VIM-8729,P298472071,B03,1693579800
220,2023,9,1,14,52,Beitun,0,0,5,,6,50,,,,,,,,,,,58,,,,,1,,1,,1,13,120.694321,24.165547,URT-285,S125813318,B03,1693579920
221,2023,9,1,15,0,West,0,1,5,3,6,50,4,1,1,4,4,6,6,1,1,13,7,2,8,1,9,1,10,1,12,1,6,120.677239,24.140214,QAF-477,I219447596,B03,1693580400
222,2023,9,1,15,2,Central,0,0,5,,6,50,,,,,,,,,,14,49,,,,,3,,1,,1,12,120.683292,24.142007,BAM-3972,U173243858,B03,1693580520
223,2023,9,1,15,3,Beitun,0,0,5,,6,50,,,,,,,,,,12,40,,,,,1,,2,,1,12,120.699425,24.176389,DNJ-5525,B254918761,B02,1693580580
224,2023,9,1,15,6,North,0,2,5,2,6,50,3,1,1,4,4,6,6,1,1,16,21,2,9,1,9,1,10,2,11,1,12,120.669247,24.166837,CXB-4508,O169412113,C03,1693580760
225,2023,9,1,15,8,Tanzi,0,1,5,2,6,60,3,1,1,4,4,5,6,2,1,17,20,3,10,3,11,1,8,2,16,1,12,120.707632,24.225728,WHF-662,T125866467,B03,1693580880
226,2023,9,1,15,10,South,0,0,7,,6,50,,,,,,,,,,13,58,,,,,1,,2,,1,12,120.667403,24.114285,VMC-9725,X249091064,B03,1693581000
227,2023,9,1,15,13,Longjing,0,0,7,,6,50,,,,,,,,,,17,51,,,,,1,,9,,1,6,120.584579,24.183462,UFL-2897,U260439656,B03,1693581180
228,2023,9,1,15,15,Fengyuan,0,1,7,2,6,30,4,1,1,5,4,6,6,4,4,16,58,3,10,3,6,1,8,2,8,1,13,120.740728,24.251764,RGG-9667,M174157236,C03,1693581300
229,2023,9,1,15,18,Shalu,0,0,5,,6,30,,,,,,,,,,,85,,,,,1,,2,,1,12,120.594301,24.218387,AAV-4901,N280303905,C03,1693581480
230,2023,9,1,15,22,Shalu,0,1,6,3,6,50,4,1,1,5,4,6,3,1,1,16,11,3,10,3,5,1,4,2,6,1,13,120.566909,24.229288,ZGT-9018,Z161961383,B03,1693581720
231,2023,9,1,15,33,Beitun,0,0,5,,6,40,,,,,,,,,,13,84,,,,,1,,1,,1,12,120.720721,24.168662,XRY-5120,P152701430,B12,1693582380
232,2023,9,1,15,33,Beitun,0,0,5,,6,50,,,,,,,,,,13,84,,,,,1,,1,,1,12,120.719034,24.162008,VJI-2034,F269359622,C03,1693582380
233,2023,9,1,15,35,Daya,0,0,5,,6,30,,,,,,,,,,,7,,,,,1,,2,,1,12,120.641943,24.208254,LIH-4232,M278227381,B03,1693582500
234,2023,9,1,15,39,Fengyuan,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,17,15,3,10,1,9,1,10,2,11,1,12,120.721219,24.250806,BUK-872,D227660810,C03,1693582740
235,2023,9,1,15,43,Qingshui,0,0,5,,6,50,,,,,,,,,,,59,,,,,1,,2,,1,6,120.576268,24.272476,XWS-2787,T120525800,F01,1693582980
236,2023,9,1,15,44,North,0,1,5,3,6,50,4,2,1,4,4,6,6,1,1,16,8,2,7,5,8,3,19,2,14,1,13,120.665117,24.156691,WLJ-1349,M213629242,B03,1693583040
237,2023,9,1,15,45,Beitun,0,0,5,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.685566,24.169886,UZA-6567,Y128122072,C03,1693583100
238,2023,9,1,15,46,Xitun,0,0,5,,6,50,,,,,,,,,,,68,,,,,1,,9,,1,13,120.611113,24.19104,MAX-5637,J283969212,C03,1693583160
239,2023,9,1,15,46,Taiping,0,0,5,,6,30,,,,,,,,,,16,14,,,,,5,,2,,1,6,120.71409,24.115872,ACO-2989,L123091191,B03,1693583160
240,2023,9,1,15,47,Beitun,0,2,5,2,6,50,4,1,1,4,4,6,6,2,1,16,11,3,10,3,5,1,8,1,2,1,12,120.68627,24.185439,XNV-7770,Z261959445,C03,1693583220
241,2023,9,1,15,48,East,0,0,7,,6,50,,,,,,,,,,,58,,,,,1,,1,,1,12,120.698526,24.139017,EQW-871,X182737178,B03,1693583280
242,2023,9,1,15,48,Taiping,0,1,5,2,6,30,11,9,1,4,4,6,1,4,4,11,8,3,10,3,9,1,7,2,4,1,12,120.729939,24.134599,UZT-1464,N246045289,B12,1693583280
243,2023,9,1,15,50,Xitun,0,0,5,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.638819,24.181318,EUN-9811,Y185760331,B03,1693583400
244,2023,9,1,15,50,Shalu,0,0,5,,6,30,,,,,,,,,,15,15,,,,,1,,2,,1,12,120.570158,24.222058,AVK-8772,H235852733,B03,1693583400
245,2023,9,1,15,51,West,0,1,5,3,6,50,4,1,1,4,4,6,6,1,1,17,26,2,9,1,6,1,10,2,14,1,12,120.671999,24.13511,FEF-1005,O293306557,A12,1693583460
246,2023,9,1,15,54,Xitun,0,0,5,,6,30,,,,,,,,,,,77,,,,,1,,10,,1,12,120.607561,24.185253,HDU-9733,T170914167,B12,1693583640
247,2023,9,1,15,55,Beitun,0,0,5,,6,50,,,,,,,,,,,84,,,,,3,,3,,1,6,120.685648,24.177873,PUQ-1478,E170444876,A41,1693583700
248,2023,9,1,15,57,Taiping,0,1,5,3,6,50,13,9,1,4,4,6,6,4,4,16,47,3,10,3,5,1,8,2,2,1,6,120.715273,24.148915,UJG-4313,Q240226494,B12,1693583820
249,2023,9,1,15,58,North,0,1,5,2,6,50,4,9,1,4,4,6,6,1,1,17,42,2,9,2,15,1,10,2,12,1,13,120.685597,24.153832,MVS-3735,I279535882,B03,1693583880
250,2023,9,1,15,59,South,0,1,6,2,6,50,4,1,1,4,4,6,6,4,4,15,15,3,10,1,9,1,10,2,11,1,13,120.682848,24.130741,MLE-9565,U265079704,B03,1693583940
251,2023,9,1,16,0,West,0,0,5,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,5,120.654738,24.152468,MNF-2656,I163257676,B03,1693584000
252,2023,9,1,16,1,Wuri,0,1,7,2,6,50,4,1,1,5,4,6,6,4,4,16,87,3,10,3,6,1,8,2,8,1,12,120.618199,24.1052,SNB-2361,L190600907,B03,1693584060
253,2023,9,1,16,3,Beitun,0,0,5,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.718907,24.183893,ACL-3834,G197778103,B03,1693584180
254,2023,9,1,16,5,Xitun,0,0,5,,6,50,,,,,,,,,,,49,,,,,1,,2,,1,13,120.636901,24.164395,DAQ-7874,N270008262,B03,1693584300
255,2023,9,1,16,5,Qingshui,0,0,5,,6,30,,,,,,,,,,,24,,,,,1,,2,,1,12,120.536292,24.271805,QCM-8937,Q179796778,C03,1693584300
256,2023,9,1,16,10,Kamioka,0,0,7,,6,50,,,,,,,,,,17,8,,,,,1,,2,,1,6,120.687074,24.246997,WKG-4062,V130068450,C03,1693584600
257,2023,9,1,16,11,West,0,1,5,3,6,50,4,1,1,4,4,6,6,1,1,16,47,3,10,3,5,1,8,2,6,1,6,120.667305,24.140607,EDW-9037,X195869613,C03,1693584660
258,2023,9,1,16,11,Nantun,0,0,7,,6,50,,,,,,,,,,,84,,,,,1,,2,,1,13,120.646456,24.12953,IKA-5504,B238500497,B12,1693584660
259,2023,9,1,16,13,Xitun,0,1,5,3,6,40,13,8,1,4,4,6,6,4,4,17,76,3,10,5,13,1,8,2,4,1,12,120.645877,24.172452,AFR-7325,E177229966,A02,1693584780
260,2023,9,1,16,13,Dali,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,12,120.685467,24.10084,PTC-3018,K210929804,B12,1693584780
261,2023,9,1,16,13,Longjing,0,1,6,2,6,50,13,9,1,4,4,6,6,4,4,16,45,3,10,3,11,1,8,2,8,1,13,120.582297,24.177854,GUA-7664,E269244383,C03,1693584780
262,2023,9,1,16,14,Kamioka,0,1,5,2,6,50,13,9,1,4,4,6,6,4,4,13,59,2,9,2,9,1,10,2,11,1,12,120.658839,24.262015,BEX-4300,Z146006764,B03,1693584840
263,2023,9,1,16,16,West,0,0,5,,6,40,,,,,,,,,,16,51,,,,,1,,1,,1,12,120.6595,24.133598,TNY-615,E236492704,B03,1693584960
264,2023,9,1,16,16,Nantun,0,0,5,,6,50,,,,,,,,,,12,40,,,,,1,,2,,1,12,120.63996,24.151539,KVI-2633,X144040704,B03,1693584960
265,2023,9,1,16,17,Nantun,0,1,5,3,6,50,4,1,1,4,4,6,6,1,1,16,47,3,10,3,5,1,8,2,2,1,13,120.646536,24.134684,UBM-9223,M135485628,B12,1693585020
266,2023,9,1,16,17,Taiping,0,0,5,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,13,120.712135,24.132843,CRJ-9656,M262390152,B03,1693585020
267,2023,9,1,16,17,Houli,0,0,5,,6,50,,,,,,,,,,12,45,,,,,1,,2,,1,6,120.721987,24.30726,EZZ-8436,U121329575,B03,1693585020
268,2023,9,1,16,18,Xitun,0,2,7,2,6,50,3,1,1,4,4,6,6,4,4,16,85,3,10,5,11,1,8,2,4,1,12,120.667065,24.178036,GNH-5447,R296222646,C03,1693585080
269,2023,9,1,16,18,Shalu,0,0,5,,6,50,,,,,,,,,,,34,,,,,1,,2,,1,6,120.562988,24.236709,HRG-7098,I232984391,H01,1693585080
270,2023,9,1,16,20,Daya,0,0,7,,6,60,,,,,,,,,,,20,,,,,1,,2,,1,12,120.645261,24.225089,OXA-2794,B173999212,C03,1693585200
271,2023,9,1,16,20,Kamioka,0,0,5,,6,50,,,,,,,,,,17,7,,,,,1,,1,,1,6,120.671102,24.25632,MVX-6446,G237578736,C03,1693585200
272,2023,9,1,16,24,Taiping,0,1,7,2,6,30,13,9,1,5,2,6,6,4,4,18,84,2,7,2,9,1,10,2,12,1,6,120.706949,24.121433,QDE-571,P234767820,B03,1693585440
273,2023,9,1,16,30,Dadu,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,2,,1,12,120.544053,24.155793,EXM-5049,K290836561,C03,1693585800
274,2023,9,1,16,31,Beitun,0,0,7,,6,80,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.722447,24.1901,UBO-5745,T191917430,B03,1693585860
275,2023,9,1,16,32,Fengyuan,0,0,7,,6,50,,,,,,,,,,,8,,,,,1,,2,,1,12,120.729061,24.255169,QVY-6085,E178086502,C03,1693585920
276,2023,9,1,16,37,Xitun,0,0,7,,6,50,,,,,,,,,,33,83,,,,,1,,1,,1,6,120.654264,24.169273,FTO-3532,A114910890,B03,1693586220
277,2023,9,1,16,39,West,0,0,5,,6,,,,,,,,,,,,119,,,,,,,,,1,,120.657471,24.142711,FGB-9023,M154815216,C03,1693586340
278,2023,9,1,16,39,Houli,0,2,5,2,6,50,4,2,1,4,4,6,5,1,1,16,45,3,10,3,11,1,8,2,6,1,6,120.722429,24.303062,GAQ-7425,P157763704,B03,1693586340
279,2023,9,1,16,42,Fengyuan,0,1,7,1,6,50,4,2,1,5,4,6,6,1,1,17,84,2,9,1,6,1,10,2,12,1,12,120.729458,24.252391,HWM-6764,B225581521,B03,1693586520
280,2023,9,1,16,43,Taiping,0,1,6,2,6,50,13,24,1,5,4,6,6,3,1,13,84,2,9,1,9,1,10,1,11,1,12,120.718721,24.127615,DUF-5942,M179914748,C03,1693586580
281,2023,9,1,16,45,Qingshui,0,0,5,,6,50,,,,,,,,,,,15,,,,,1,,2,,1,6,120.537656,24.268688,NNC-5678,B168633593,B02,1693586700
282,2023,9,1,16,50,East,0,1,5,2,6,30,4,1,1,4,4,6,6,4,4,18,84,2,9,1,6,1,8,2,14,1,12,120.689209,24.143254,SBT-8666,J290281321,B03,1693587000
283,2023,9,1,16,51,West,0,0,5,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,12,120.657589,24.15302,RBF-2230,R252041127,B03,1693587060
284,2023,9,1,16,51,Dali,0,1,7,3,6,30,13,9,1,5,4,6,6,4,4,14,49,3,10,5,2,1,1,2,3,1,13,120.669853,24.110557,XCR-6454,E197325870,C03,1693587060
285,2023,9,1,16,52,Wuri,0,1,7,2,6,50,13,7,1,5,4,6,6,4,4,13,58,3,10,3,9,1,4,2,1,1,6,120.616219,24.110055,LHO-4847,Z111207064,C03,1693587120
286,2023,9,1,16,54,North,0,1,6,3,6,50,3,1,1,4,4,6,6,4,4,16,11,2,9,2,6,1,10,2,14,1,12,120.676668,24.152213,FBO-3265,B225793060,C03,1693587240
287,2023,9,1,16,55,Qingshui,0,0,5,,6,60,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.549791,24.285255,YVI-7812,B117857329,C03,1693587300
288,2023,9,1,16,56,Nantun,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,1,,1,13,120.633765,24.123642,VEV-3524,O191699634,C03,1693587360
289,2023,9,1,16,57,East,0,2,5,2,6,50,4,1,1,4,4,6,6,1,1,12,1,3,10,3,9,1,8,2,2,1,12,120.70151,24.125407,OHR-9224,X193477643,C03,1693587420
290,2023,9,1,16,58,Nantun,0,1,5,3,6,50,3,1,1,4,4,6,6,4,4,16,45,3,10,2,11,1,10,2,12,1,13,120.645662,24.134688,YUG-3406,A141099080,C03,1693587480
